spotify_uri,artist,track_name,first_seen_utc,playlist_uri,context
spotify:track:4RdLzfLdhave1l3IAiMTYk,Rio Delacruz,Falling Petals,2026-01-06T21:24:37.469Z,,BasslineRequests
spotify:track:4Rs2N7ewIjanXUNYtMKK3j,Avenged Sevenfold,Nobody,2026-02-04T17:15:26.766Z,,BasslineRequests
spotify:track:4SO1mf7yP1IaJz3I39dyQX,Sound FX Pro,Pink Static Waves,2026-02-02T23:21:00.871Z,,BasslineRequests
spotify:track:4SplImOrA7S1QvsgWB1r6C,Twilight Time,Blood Moon,2026-03-26T21:42:28.770Z,,BasslineRequests
spotify:track:4TIk1gAo55gd8tWQ1NWTdL,ALEPH,OMEN,2026-02-07T22:12:45.376Z,spotify:playlist:3UqoL2pn0nLAdDp9KiLsuh,AddedToPlaylist
spotify:track:4U6p0VEhaRErIp15kSqwMY,This Will Destroy You,They Move on Tracks of Never-Ending Light - Concept,2026-02-02T23:21:06.729Z,,BasslineRequests
spotify:track:4UEo1b0wWrtHMC8bVqPiH8,Avenged Sevenfold,Nightmare,2026-02-04T17:15:26.766Z,,BasslineRequests
spotify:track:4ULdCiw97rTaQ7yLfggLq5,Joe Bataan,Ordinary Guy (2013 - Remaster),2026-02-14T13:51:00.664Z,,AudioResolve
spotify:track:4UXwfhy8RTOcH0QWJF8SMg,Angine de Poitrine,Fabienk,2026-03-04T16:48:50.793Z,,BasslineRequests
spotify:track:4UYtZy4mJFkq5wPOn5SkFq,Vela Moss,Azimuth,2026-03-26T21:42:28.770Z,,BasslineRequests
spotify:track:4Uiw0Sl9yskBaC6P4DcdVD,Deftones,Be Quiet and Drive (Far Away),2026-01-02T19:36:05.616Z,,BasslineRequests
spotify:track:4UuVb9UCytGKQuPYFelWsN,"Endel, Dream Park",Spatial Sequence,2026-01-10T00:09:14.507Z,,AudioResolve
spotify:track:4VhIIYyfjJp2xaNKxXfj6C,Aeoluzzz,Rosé Pink Noise,2026-02-02T23:21:00.864Z,,BasslineRequests
spotify:track:4VymMhILk4DSwghPkLUPVS,Avenged Sevenfold,Critical Acclaim,2026-02-04T17:15:26.766Z,,BasslineRequests
spotify:track:4XS3s3pQ2Yi6tPeY0PYVIS,Deepnoum,Pink Noise Recharge,2026-02-02T23:21:00.864Z,,BasslineRequests
spotify:track:4XfN1B2bQoGESi5CpIkU8u,Nine Inch Nails,Permanence,2025-12-31T20:06:30.014Z,,BasslineRequests
spotify:track:4Y3K69pGmiWuivhLnbtw3i,Aumira,Spirit Sencha,2026-03-26T21:42:28.770Z,,BasslineRequests
spotify:track:4Y5vK6dsw7BtFsB4tyuzZr,Russian Circles,Atackla,2026-03-13T17:39:24.634Z,,BasslineRequests
spotify:track:4YFlTm1LcWX6hOxme2o9pH,Audiose,Pink Drift Focus,2026-02-02T23:21:00.871Z,,BasslineRequests
spotify:track:4Yf5bqU3NK4kNOypcrLYwU,Linkin Park,Faint,2026-03-03T16:22:05.587Z,spotify:playlist:7DOUp4LwMVEqpnPOF3oeRC,AddedToPlaylist
spotify:track:4YwIblyn5m2XAJ7ljh5d79,Milton Nascimento,Tudo O Que Você Podia Ser,2026-01-12T04:56:11.927Z,,BasslineRequests
spotify:track:4ZC08FjtjJFk0WktrjKtng,"Pigeon Hole, Of The Trees",Slow Craft,2026-02-08T03:15:22.443Z,,BasslineRequests
spotify:track:4ZT5vcmGejiaDvIH9AAIME,Ludwig Göransson,FOILS,2025-12-31T23:27:35.017Z,,BasslineRequests
spotify:track:4bLCPfBLKlqiONo6TALTh5,Deftones,Entombed,2026-01-02T19:20:01.410Z,,BasslineRequests
spotify:track:4bRMcJ517G0Zda8VmFZCZB,"CØNTRA, Saturna",What I Can Do,2026-02-07T22:12:45.376Z,spotify:playlist:3UqoL2pn0nLAdDp9KiLsuh,AddedToPlaylist
spotify:track:4c3AvJY7H4nETw1xXey04e,Charles Lloyd,Blues for Langston,2026-01-01T03:06:22.350Z,,BasslineRequests
spotify:track:4cLdpErILMO8Db8pQVAVcZ,Deftones,Mascara,2026-01-02T19:53:40.042Z,,BasslineRequests
spotify:track:4cXFtk0n7aPjiypuF1HFaA,"Max Richter, Tilda Swinton, Louisa Fuller, Natalia Bonner, John Metcalfe, Philip Sheppard, Chris Worsey",Shadow Journal,2026-03-09T17:22:34.901Z,,AudioResolve
spotify:track:4cs99TEADEOcGm5DRRFyOw,"Tiësto, Sevenn",BOOM - Radio Mix,2026-03-25T02:54:22.665Z,,AudioResolve
spotify:track:4dTzcw2ajjxSde0XFMoxXE,"Pedro Mizutani, Skinshape",Deixar,2026-01-12T05:31:11.014Z,,BasslineRequests
spotify:track:4dneV7C1yDt9UtyxrQY375,The Cure,Boys Don't Cry - Single Version,2026-01-31T01:49:31.284Z,,AudioResolve
spotify:track:4eFXZlD9f7teQ3CH4sVDZu,Flora Fossils,Higher Consciousness,2026-01-07T03:13:36.686Z,,BasslineRequests
spotify:track:4eQQGTTbcKl5abbaIM0OxW,Bruce Springsteen,Mansion on the Hill,2026-02-21T08:30:04.769Z,,BasslineRequests
spotify:track:4eziI4tbqNaohedWyHtJci,Quiet Tones,Warmth,2026-03-26T21:42:28.770Z,,BasslineRequests
spotify:track:4f4zISn85uS9AZsvW5VZlH,Sessa,Canção da Cura,2026-01-11T21:20:58.600Z,,AudioResolve
spotify:track:4fiOTntQKr24p07FvQDHZE,Slayer,Raining Blood,2026-01-28T04:03:54.229Z,,AudioResolve
spotify:track:4gKd0ezyQfKZHv9s8ZD98F,"Russian Circles, Chelsea Wolfe",Memorial,2026-01-13T20:56:06.671Z,,AudioResolve
spotify:track:4gMgiXfqyzZLMhsksGmbQV,Pink Floyd,"Another Brick in the Wall, Pt. 2",2026-02-01T22:29:32.851Z,,BasslineRequests
spotify:track:4hYNZvsCnAOZP0lADhpmgC,Deftones,(L)MIRL,2026-01-02T23:49:53.600Z,,BasslineRequests
spotify:track:4ie9a7aQFIUFnOOTeZxtLc,Rush,YYZ - Rio Live,2026-01-07T00:04:21.963Z,,AudioResolve
spotify:track:4jiwz2tQZo21Z4NQwz4zUt,Artemas,southbound,2026-03-07T15:20:44.894Z,,BasslineRequests
spotify:track:4kLLWz7srcuLKA7Et40PQR,Black Eyed Peas,I Gotta Feeling,2026-01-01T06:35:34.432Z,,AudioResolve
spotify:track:4kcnySwaXAKatz4c5U8MSI,Noah Reid,"Simply the Best (From ""Schitt's Creek"")",2026-03-21T06:29:51.466Z,,BasslineRequests
spotify:track:4kvsFGY8nTShpUmjuEjSqi,Ital Tek,Open Heart,2026-01-21T21:07:03.612Z,,BasslineRequests
spotify:track:4kz5f9UdcmpRRJmSv64gXD,Flea,Pedestal of Infamy,2026-03-05T20:30:38.054Z,,BasslineRequests
spotify:track:4llDF3RuBQYj2nkjTCJY4w,This Will Destroy You,Quiet,2026-02-02T23:10:46.565Z,,BasslineRequests
spotify:track:4m8wPzkI1y0sUdqEh4A7fq,Deftones,Kimdracula,2026-01-02T23:58:00.996Z,,BasslineRequests
spotify:track:4mNcrDnodJlStU1JoXiJLi,This Will Destroy You,Sound of Your Death,2026-02-02T23:24:42.970Z,,BasslineRequests
spotify:track:4oW5aCSirJUGWZfxPeHsNY,This Will Destroy You,Kitchen,2026-02-02T23:24:42.970Z,,BasslineRequests
spotify:track:4odbTZUw8sqfkz0Aor84DV,Jianwu,Sonar Light,2026-01-06T17:35:59.702Z,,BasslineRequests
spotify:track:4ooPcL2L0X03bp0DVk382J,This Will Destroy You,Communal Blood,2026-02-02T23:21:06.729Z,,BasslineRequests
spotify:track:4pH26bIUEZ4QCVLF00gES0,Nine Inch Nails,Infiltrator,2025-12-31T20:06:39.231Z,,BasslineRequests
spotify:track:4pXvXJ3MzVP8HQkcVuUBsb,Russian Circles,Conduit,2026-01-13T23:52:08.517Z,,AudioResolve
spotify:track:4pxoloyifzuOTJi2qQsZdX,Ana Mazzotti,De um Jeito Só,2026-01-12T21:07:07.424Z,,BasslineRequests
spotify:track:4qBGR3LXi42XRyNseebVR1,This Will Destroy You,Glass Realms,2026-02-02T23:21:06.767Z,,BasslineRequests
spotify:track:4qYHigKF19knY6xRZRdDzz,Indigo Rae,A Brighter Tomorrow,2026-03-26T21:42:28.770Z,,BasslineRequests
spotify:track:4qp0G8jqiLlX7XKrQXrbDd,Rubicon Fray,Serein,2026-01-07T20:05:37.437Z,,BasslineRequests
spotify:track:4rRYvINwcnaZ1WZO6ryY9H,Russian Circles,Campaign,2026-03-16T23:44:12.260Z,,BasslineRequests
spotify:track:4saUdtxUbXP06VC71JW0ef,Apaxx,Sparrow Delta 68 Hz - 71 Hz,2026-03-26T21:42:28.770Z,,BasslineRequests
spotify:track:4t6E5uNN3z10uKMbfhnD7l,"16BL, Nour",Sharks,2026-03-22T03:06:11.027Z,,BasslineRequests
spotify:track:4t6FZ30NUISJ7jJJvsKpyj,Russian Circles,Vorel,2026-03-02T22:23:54.720Z,,BasslineRequests
spotify:track:4tWp9npW9GGO1QicDQwh72,This Will Destroy You,Arena,2026-02-02T23:21:06.767Z,,BasslineRequests
spotify:track:4u0xQGWls2vYipfiqx0eTc,Gjenklang,As We Unfold (Ambient Version),2026-01-13T19:10:34.994Z,,AudioResolve
spotify:track:4u7Nvb39VgEa1bvasQmFu9,Russian Circles,1777,2026-03-12T03:22:50.197Z,,BasslineRequests
spotify:track:4veeNpXDK1YRHMTJ1Cppsg,Avenged Sevenfold,Buried Alive,2026-02-04T17:15:26.766Z,,BasslineRequests
spotify:track:4wX5I2csvNtXfoqdIxKDLT,Yarin Primak,Billy Billy,2026-03-21T23:42:04.663Z,spotify:playlist:7HRSsuGlxMuQjKPps1iOXv,AddedToPlaylist
spotify:track:4wj0LATYaC2mt9wSOrmbzC,"Daily Bread, EAZYBAKED",FRESH BAKED BREAD,2026-03-21T23:42:04.663Z,spotify:playlist:7HRSsuGlxMuQjKPps1iOXv,AddedToPlaylist
spotify:track:4xXwrD7BWBISG2ncWypGHb,This Will Destroy You,Threads - Live,2026-02-02T23:21:06.729Z,,BasslineRequests
spotify:track:4xqXQ0uxRxluGxOYG7aa9C,Gerald Clayton,Cinnamon Sugar,2025-12-31T00:24:05.380Z,,BasslineRequests
spotify:track:4y850tpHLlPs9ncFbWWHcc,Sessa,Bicho Lento,2026-01-12T17:03:25.059Z,,AudioResolve
spotify:track:4yby4O9dr4pyvUBOR7zGcr,This Will Destroy You,Leather Wings,2026-02-02T23:21:06.767Z,,BasslineRequests
spotify:track:4zuFAojE0BRJpR1NbecoRl,Sydney Woods,Embrace,2026-03-26T21:42:28.770Z,,BasslineRequests
spotify:track:503OTo2dSqe7qk76rgsbep,"Dr. Dre, Snoop Dogg",Still D.R.E.,2026-01-23T03:47:03.442Z,,AudioResolve
spotify:track:51c94ac31swyDQj9B3Lzs3,Deftones,Change (In the House of Flies),2026-01-02T19:26:13.850Z,,BasslineRequests
spotify:track:51ckDTqIT72bXrmB258H18,salotto,Carried by the Wind,2026-03-26T21:42:28.770Z,,BasslineRequests
spotify:track:51qLwma4Inadf6rjcPRvhT,"This Will Destroy You, Julianna Barwick",The Puritan - Julianna Barwick Remix,2026-02-02T00:03:39.657Z,,BasslineRequests
spotify:track:52CEzmbEEm4tqdtqmqorve,This Will Destroy You,Grandfather Clock,2026-02-02T23:21:06.729Z,,BasslineRequests
spotify:track:52O5Dws8LUDzRl0uPLIkQm,Delicatessen Noise,Delicate Pink Noise,2026-02-02T23:21:00.864Z,,BasslineRequests
spotify:track:52QOOeICT7uUg3EaET0Xr0,"Pedro Mizutani, Skinshape",Criaturas da Noite,2026-01-11T23:09:00.675Z,,BasslineRequests
spotify:track:52b4pbIMql3NvXpybWIvj3,Hum,I'd Like Your Hair Long,2026-01-05T20:41:34.817Z,,AudioResolve
spotify:track:548rJzkIEvoPBb12p2H5zW,This Will Destroy You,Weeping Window,2026-02-02T23:21:06.767Z,,BasslineRequests
spotify:track:54JL7N5nf7vAt3foSarQBy,This Will Destroy You,Sleep - Bonus Track,2026-02-02T23:24:42.970Z,,BasslineRequests
spotify:track:54TgI46OnNqcf0SyzQyCL6,BICEP,Atlas,2026-02-26T22:28:51.758Z,,BasslineRequests
spotify:track:54UrbTg1hjmJGnzMDt6prM,Thyyphoon,Pink Noise For Sleep,2026-02-02T23:21:00.871Z,,BasslineRequests
spotify:track:55DA1NnaN6GVo3A7aeC9D1,Falling into Pink,Slumber Pink Noise,2026-02-02T23:21:00.871Z,,BasslineRequests
spotify:track:55gnBQAhU5rGzLsXTAx2MM,Burial,Archangel,2026-02-21T08:24:19.241Z,,AudioResolve
spotify:track:55mW03rqsI9s3xUnuruF7G,Angine de Poitrine,Sherpa,2026-03-04T16:41:24.089Z,,AudioResolve
spotify:track:56IQUfsUskt9VHe6YM6kue,Sarah Vaughan,Black Coffee,2026-03-07T22:47:53.070Z,,BasslineRequests
spotify:track:56R9s9y7mWoHWxgFnRPX1i,"Haywyre, Zeros",Permutate,2026-01-05T22:53:12.336Z,,BasslineRequests
spotify:track:56jtQfZQGnsCqZSv87SMGB,Jasper Grayson,Embraced by You,2026-03-26T21:42:28.811Z,,BasslineRequests
spotify:track:581mukhDjta60CCwpvnjL9,Skindred,Nobody,2026-03-03T16:22:05.587Z,spotify:playlist:7DOUp4LwMVEqpnPOF3oeRC,AddedToPlaylist
spotify:track:591siJfZjWd9QPnEMvUkqk,"Chris McCarthy, Takuya Kuroda, Sam Minaie, Eden Bareket, Steven Crammer",No Breakfast,2025-12-31T04:13:43.806Z,,BasslineRequests
spotify:track:59D4DOkspUbWyMmbAPQkxZ,Bad Bunny,VOY A LLeVARTE PA PR,2026-02-11T20:39:21.993Z,,BasslineRequests
spotify:track:59Y2GLn55BVjX3UTMUDtTP,"Florence + The Machine, The xx, Jamie xx",You've Got The Love - Jamie xx Rework,2026-01-03T18:49:07.018Z,,BasslineRequests
spotify:track:5APNI9MtOxPelHOXOLxlEH,This Will Destroy You,Shapeless Burst,2026-02-02T23:21:06.729Z,,BasslineRequests
spotify:track:5BF1aWpRk8Wa9f25C3til3,Clouderr,Pink Panther,2026-02-02T23:21:00.871Z,,BasslineRequests
spotify:track:5Bpc360LNUScK53FrM8nvB,Deftones,Hole in the Earth,2026-01-02T22:51:27.726Z,,BasslineRequests
spotify:track:5BqSD5aMR0XSsq1S7XwHJX,Aquagirl,Pink Noise Surface,2026-02-02T23:21:00.184Z,,BasslineRequests
spotify:track:5CDE14lBO8Zhm8eLCY9jCW,Reality Sound,Smooth Pink Noise - Waterfall,2026-02-02T21:15:34.714Z,,BasslineRequests
spotify:track:5CF9HZZcjjDlUSQEjqpgQz,This Will Destroy You,Entrance,2026-02-02T23:21:06.767Z,,BasslineRequests
spotify:track:5D6kR4q7RGKh0mw07NGE4t,СОЮЗ,Offscreen,2026-01-11T22:23:44.464Z,,BasslineRequests
spotify:track:5E9zjAUmexsxEYRNZ0B5EH,Notaker,Abyss,2026-01-06T01:11:06.977Z,,BasslineRequests
spotify:track:5EaBey45mP8n0UW571iT2R,Lusunzi,Where Rivers Run,2026-03-26T21:42:28.811Z,,BasslineRequests
spotify:track:5EsPLgSs1UQIDJG0U00RuJ,"Joni Mitchell, Jeanette Lindström, Steve Dobrogosz",Both Sides Now,2026-03-12T15:38:24.996Z,,BasslineRequests
spotify:track:5GZEeowhvSieFDiR8fQ2im,Damien Rice,9 Crimes,2026-01-25T05:52:03.599Z,,BasslineRequests
spotify:track:5GeOgn1wShcq8oA3hxRV6J,S Dedalus,Skylight,2026-03-26T21:42:28.770Z,,BasslineRequests
spotify:track:5GpDBAtt26KQjgEkaMRJ9Q,Heavenly Fluff,Rosy Dreams,2026-02-02T23:21:00.871Z,,BasslineRequests
spotify:track:5H1sKFMzDeMtXwND3V6hRY,BLACKPINK,JUMP,2026-03-03T01:42:38.947Z,,BasslineRequests
spotify:track:5I89rHeQpxFGVseikEgY12,The Dead Milkmen,Bitchin' Camaro,2026-02-23T01:25:47.039Z,,BasslineRequests
spotify:track:5Inkiv5gzco7HjS0BKudBJ,Day Nappers,Wrapped in Blush,2026-02-02T23:21:00.871Z,,BasslineRequests
spotify:track:5Iqfl1S33qXSHaUUrPiaZY,Russian Circles,Conduit,2026-03-12T03:46:33.528Z,,BasslineRequests
spotify:track:5IvT4DjzrBA0pKFSjppqvM,Matt Lange,Testarossa,2026-01-02T15:41:21.037Z,,BasslineRequests
spotify:track:5J2CHimS7dWYMImCHkEFaJ,The Beatles,A Hard Day's Night - Remastered 2009,2026-03-06T00:01:21.322Z,,BasslineRequests
spotify:track:5Jfa1TJRwDnofxUlDg1yQy,Avenged Sevenfold,(O)rdinary,2026-02-04T17:15:26.766Z,,BasslineRequests
spotify:track:5K4aM0ScpciVIZoHUS24PN,Dinkotrons,Slow Down With Pink,2026-02-02T23:21:00.871Z,,BasslineRequests
spotify:track:5LaatZmLycE71jtbQNgpM3,This Will Destroy You,I Believe in Your Victory,2026-02-02T23:21:06.729Z,,BasslineRequests
spotify:track:5LkX4dhoH5d8txyLm9n7Mb,Volor Flex,The Wind in the Trees,2026-01-10T20:06:09.225Z,,BasslineRequests
spotify:track:5Lqq8c2GbJ4L2HPhTs0Yid,This Will Destroy You,There Are Some Remedies Worse Than the Disease,2026-02-02T23:21:06.729Z,,BasslineRequests
spotify:track:5MAPt0beSbEQdPM5SfJwyl,The Protomen,In the Air Tonight,2026-01-28T01:11:10.221Z,,BasslineRequests
spotify:track:5NJTJElk0ArSxQtYjA0rYR,Avenged Sevenfold,Until the End,2026-02-04T17:15:26.766Z,,BasslineRequests
spotify:track:5PL7k9QH7Kj7B4527dHvon,"HUGEL, Totó La Momposina",La Verdolaga,2026-02-12T16:50:21.918Z,,BasslineRequests
spotify:track:5Q1jGTWshCalRQcLSM90qV,Mina Rojas,Visions,2026-03-26T21:42:28.770Z,,BasslineRequests
spotify:track:5Q6tpNCQsROJYtUDbZfG5U,Gulminya,The Last Light,2026-03-26T21:42:28.770Z,,BasslineRequests
spotify:track:5QQqVvyKuC4gYtkRmixdwQ,This Will Destroy You,Quiet,2026-02-02T23:21:06.729Z,,BasslineRequests
spotify:track:5QReIH9VMDvs0UMDDCUeqf,Kolm,Entheotheosis,2026-01-06T04:03:41.026Z,,AudioResolve
spotify:track:5Qj56RpF3aiNwXJNWd4LbK,Austrian Death Machine,One More Rep,2026-03-03T16:21:09.639Z,,AudioResolve
spotify:track:5R3e5tMI5Ugr2HCzH90hpx,"Theo Croker, Sullivan Fortner",A Prayer for Peace,2025-12-31T19:05:30.306Z,,BasslineRequests
spotify:track:5TFD2bmFKGhoCRbX61nXY5,Bad Bunny,NUEVAYoL,2026-02-11T03:42:14.316Z,,BasslineRequests
spotify:track:5TGCq9mNirOQds6F2J1PnA,Carpenter Brut,Leather Temple,2026-01-22T04:34:26.406Z,,AudioResolve
spotify:track:5TJlSKnKnvPcp48BXhHWik,WHO SHOT SCOTT,LONERS ANTHEM,2026-03-21T23:42:04.663Z,spotify:playlist:7HRSsuGlxMuQjKPps1iOXv,AddedToPlaylist
spotify:track:5U5psHVFtBrSgWgVvSX4pA,This Will Destroy You,Villa del Refugio - Study,2026-02-02T23:21:06.729Z,,BasslineRequests
spotify:track:5UBBJnFxsfjFxfrtvErQoH,The xx,Crystalised,2026-01-03T19:00:01.253Z,,BasslineRequests
spotify:track:5UgFaad9vWL3zNmbSTPH1R,The Sam Chase,Ain't That the Way,2026-03-13T23:28:33.910Z,,AudioResolve
spotify:track:5WUCzzh5ew12yV09xnSxxW,This Will Destroy You,Cascade,2026-02-02T23:24:42.970Z,,BasslineRequests
spotify:track:5WWOAyrUZIlaX5RDJ2Da8v,Soundverb,Daisy's Pink Noise,2026-02-02T23:21:00.871Z,,BasslineRequests
spotify:track:5Y0zD7CZqb13bjjFld0z79,Hello Artemisia!,Aimai,2026-03-26T21:42:28.770Z,,BasslineRequests
spotify:track:5Y2iKc41aFa1rIG6vOIClH,Brad Mehldau,Between the Bars,2025-12-31T01:57:02.807Z,,BasslineRequests
spotify:track:5YSldUKXVoUVC0giG4t85B,"Ivy Lab, Two Fingers, Amon Tobin",Orange,2026-02-07T22:12:45.376Z,spotify:playlist:3UqoL2pn0nLAdDp9KiLsuh,AddedToPlaylist
spotify:track:5YTM7OgQDt9EJAYcfHLniJ,"A Tribe Called Quest, Trugoy The Dove",Award Tour (feat. Trugoy The Dove),2026-02-21T08:20:44.972Z,,AudioResolve
spotify:track:5YfGdd5eCtbk7xg7spzYUT,Faible Et Lente,Whirring Pink Machine,2026-02-01T01:30:09.275Z,,BasslineRequests
spotify:track:5Z0HDixFz1mtvPOXLtCKU9,Chet Baker,Born To Be Blue,2026-03-08T05:44:52.915Z,,AdvanceStuck
spotify:track:5Z4YeqJLy2Ik0NYr0xlfh7,Brandee Younger,Gadabout Season,2025-12-31T00:23:34.394Z,,BasslineRequests
spotify:track:5aRMApCifuUZKjWbZuJCkT,Luna Novina,Enchanted Silence,2026-03-26T21:42:28.811Z,,BasslineRequests
spotify:track:5anCkDvJ17aznvK5TED5uo,Avenged Sevenfold,Hail to the King,2026-02-04T17:15:26.766Z,,BasslineRequests
spotify:track:5bGMMNxjvlledmzq9dItvf,Rogê,Existe Uma Voz,2026-01-12T05:33:42.446Z,,BasslineRequests
spotify:track:5dSidrJ5XHdP1xb11xpV2z,Avenged Sevenfold,Game Over,2026-02-04T17:15:26.766Z,,BasslineRequests
spotify:track:5eMVO674D33kPNUsJo2oNd,Ava Serenade,Zero,2026-01-08T20:06:06.413Z,,BasslineRequests
spotify:track:5edqOKLNd6Z29DEltLispT,Pinkcalm,Enchanted Pink Noise,2026-02-02T23:21:00.871Z,,BasslineRequests
spotify:track:5gKOsci56ItnPBZO62I4i3,This Will Destroy You,Grandfather Clock,2026-02-02T23:21:06.729Z,,BasslineRequests
spotify:track:5hbAIgjMQ6tCZ9Gz1iWbcy,This Will Destroy You,Lie Down in the Light,2026-02-02T23:21:06.767Z,,BasslineRequests
spotify:track:5hm3jK67IElspYxdAvB0wu,"Charlie Peacock, Brian Blade, Jeff Coffin, Scott Mulvahill, Roger Smith",Promise of Fellowship Kept,2025-12-31T17:53:10.118Z,,BasslineRequests
spotify:track:5ho6S9JKDhAVsiNB7fnVBl,This Will Destroy You,Powdered Hand,2026-02-01T22:54:55.047Z,,BasslineRequests
spotify:track:5hxcxipGOjgTzrPOkfsyyS,Deftones,Xerces,2026-01-02T23:31:55.390Z,,BasslineRequests
spotify:track:5i1oSgQgD64N3uj1Jkp4OO,Avenged Sevenfold,Tension,2026-02-04T17:15:26.766Z,,BasslineRequests
spotify:track:5jE2MH6J9clMtNYiKW0IB7,August Burns Red,Behemoth,2026-03-03T16:22:05.587Z,spotify:playlist:7DOUp4LwMVEqpnPOF3oeRC,AddedToPlaylist
spotify:track:5jR0qcl60AiW6DQE1L6KW9,Neioh,Lingering Dusk,2026-01-12T01:11:04.008Z,,BasslineRequests
spotify:track:5kN9ZvDw7vdpgSzrXDtlwe,This Will Destroy You,Exit,2026-02-02T00:00:47.329Z,,BasslineRequests
spotify:track:5kVZxyMY1gfdCLiChsfjn1,Bad Bunny,Yo No Soy Celoso,2026-02-11T04:18:40.423Z,,BasslineRequests
spotify:track:5kzoRHOhLIGVQGsxi8fWpy,Justo Betancourt,Pa' Bravo Yo,2026-02-12T16:46:36.024Z,,BasslineRequests
spotify:track:5lxoaVBOSz0CCv0kGyYrZU,Russian Circles,Verses,2026-03-13T02:35:19.534Z,,BasslineRequests
spotify:track:5m73DbxHezTGReSgLJjVDq,This Will Destroy You,The Mighty Rio Grande - Live,2026-02-02T23:21:06.729Z,,BasslineRequests
spotify:track:5mBps7Tf9aeJF7RkbyYwos,Trap Of Sounds,Horizon - (Pink Noise),2026-02-01T01:38:27.026Z,,BasslineRequests
spotify:track:5mk3THKdn272Pl1COb150O,Deftones,Be Quiet and Drive (Far Away) - Acoustic; 2005 Remaster,2026-01-09T22:07:09.711Z,,AudioResolve
spotify:track:5mrxUVYEyowgATPU35aZay,Franz Gordon,The French Library,2026-03-05T06:22:28.482Z,,BasslineRequests
spotify:track:5njraCJH3kezunxuBGpKf1,"Cécile McLorin Salvant, June McDoom, Kate Davis",Take this stone (feat. June McDoom & Kate Davis),2025-12-31T03:29:36.348Z,,BasslineRequests
spotify:track:5o8OdhjVZSF2wCj7M8UpMN,Avenged Sevenfold,Natural Born Killer,2026-02-04T17:15:26.766Z,,BasslineRequests
spotify:track:5oZ543J7tMK3vIdQ3VbgFK,Freq Molecule,Pink Prosecco Dreams,2026-02-02T23:21:00.864Z,,BasslineRequests
spotify:track:5pG5eAXZvaAad9QpI5MIu3,Mogwai,Like Herod,2026-03-03T14:44:34.785Z,,BasslineRequests
spotify:track:5pLikJdoNz9HRrilwGz8Sz,Kasablanca,Better Today Better Tomorrow,2026-03-22T03:16:46.141Z,,BasslineRequests
spotify:track:5pNtz0lgqQbUNlu0HyxhmM,Joseph Ray,Room 1.5 - Radio Edit,2026-03-22T03:20:42.471Z,,BasslineRequests
spotify:track:5pVggg1hxfapkO1CrrngQs,Matsyendrasana,Grace in Motion,2026-01-07T03:22:04.763Z,,BasslineRequests
spotify:track:5piJiL6aRhvrKBa9YuEfS9,The Doors,Peace Frog,2026-03-06T00:22:22.442Z,,BasslineRequests
spotify:track:5qNFLe94kVtQyaqDFHAs7r,Jónsi,Stillness,2026-03-26T21:42:28.811Z,,BasslineRequests
spotify:track:5rAMwNK5oJZcKqqu0BULfw,Antibalas,La Ceiba,2026-01-01T03:59:38.622Z,,BasslineRequests
spotify:track:5rAxhWcgFng3s570sGO2F8,Linkin Park,A Place for My Head,2026-03-03T16:22:05.587Z,spotify:playlist:7DOUp4LwMVEqpnPOF3oeRC,AddedToPlaylist
spotify:track:5rHfrS1SUYxyyLx9G1feqw,This Will Destroy You,I Believe in Your Victory,2026-02-02T23:21:06.729Z,,BasslineRequests
spotify:track:5rjjZsgYH5pQ5wbt93dhQA,Aunt Cynthia's Cabin,Moon Dust,2026-03-05T22:56:29.623Z,,BasslineRequests
spotify:track:5sEAPClDm7qs7QqWmwilIG,This Will Destroy You,The Puritan,2026-02-02T23:21:06.729Z,,BasslineRequests
spotify:track:5sUCU4eiyf0pplIJ7OGEoc,Deftones,Beauty School,2026-01-02T22:23:27.706Z,,BasslineRequests
spotify:track:5uDKcgDtrTznzYoenaqtZC,Rosonance,Deep Pink Noise,2026-02-02T23:21:00.871Z,,BasslineRequests
spotify:track:5vAwtTz0syQ1Q86R1B3faz,Angine de Poitrine,Mata Zyklek,2026-03-04T18:07:59.493Z,,BasslineRequests
spotify:track:5vQaytAmWo6AoVoYV4uQtW,Aura Veil,Sacred Stillness,2026-01-06T18:01:51.618Z,,BasslineRequests
spotify:track:5vVKkF3xih38Vcoo4HgAo8,Deftones,Engine No. 9,2026-01-02T23:19:48.035Z,,BasslineRequests
spotify:track:5vwa0rGlhnSWQwEGedVGHg,Hevios,Silhouettes,2026-03-26T21:42:28.770Z,,BasslineRequests
spotify:track:5yYz39nEuOXpNir7FSB8rA,This Will Destroy You,Black Dunes (Holy Other’s Woman in the Dunes Mix),2026-02-02T23:24:42.970Z,,BasslineRequests
spotify:track:5z161QQZMgQxSILnv3QoJk,Sarah Vaughan,Lullaby Of Birdland,2026-03-08T02:41:51.916Z,,BasslineRequests
spotify:track:5z1E46RvhI34TTM2FDMPrp,Brian Eno,1/2 - Remastered 2004,2026-01-07T00:36:18.223Z,,AudioResolve
spotify:track:61Ad95lVR8KdblY5He6SY8,Snowy White,How Was It for You,2026-01-29T16:13:34.117Z,,BasslineRequests
spotify:track:61VJXbD4Ea3KTumwwLgnTQ,Cari Cari,One More Trip Around The Sun,2026-03-20T16:37:56.707Z,,BasslineRequests
