spotify_uri,artist,track_name,first_seen_utc,playlist_uri,context
spotify:track:61WE54H3MD9N5P56Mpr6TN,The xx,Replica,2026-01-03T20:00:43.343Z,,BasslineRequests
spotify:track:62OMsscnYFk8J2Vj5BXxqj,This Will Destroy You,Woven Tears,2026-02-02T23:24:42.970Z,,BasslineRequests
spotify:track:62a4P1ZKVOzOjrtBnIMVh8,Pink Floyd,Learning to Fly - Live,2026-03-22T17:36:15.764Z,,BasslineRequests
spotify:track:62caZ40BTHoe4gnRjEVaEz,Pink Floyd,Keep Talking - Live,2026-03-22T17:41:35.912Z,,BasslineRequests
spotify:track:62duewknNqt9fZhBoYAanE,TesseracT,Eden - P O R T A L S,2026-02-03T00:01:55.155Z,,BasslineRequests
spotify:track:63AXbG0B9D4g0ZHzfu4jLn,This Will Destroy You,Rooftop,2026-02-02T23:24:42.970Z,,BasslineRequests
spotify:track:63GJDO5mxiFP1ZQEpdUWRd,Polaris,The Remedy,2026-01-16T03:35:14.098Z,,BasslineRequests
spotify:track:643gyipSU7dkmrFhJ8UAIm,Aphex Twin,Pulsewidth,2026-02-07T22:12:45.376Z,spotify:playlist:3UqoL2pn0nLAdDp9KiLsuh,AddedToPlaylist
spotify:track:64KFDOoUIFzrkegtCLqVgV,Russian Circles,Schiphol,2026-03-13T02:30:10.682Z,,BasslineRequests
spotify:track:64qLjBGH5Ld0ICOOZQAW1n,Pássaro,Assum Preto,2026-01-12T05:45:10.986Z,,BasslineRequests
spotify:track:65ShmiE5aLBdcIGr7tHX35,TOOL,Vicarious,2026-01-06T03:13:27.269Z,,BasslineRequests
spotify:track:65TBuRMHuHeNrFBzddDsbU,Celestial Nora,Leaves,2026-03-26T21:42:28.811Z,,BasslineRequests
spotify:track:65rJm3bVIiepob1urW1nw3,Canabliss,Soul Call,2026-02-08T03:27:15.477Z,,BasslineRequests
spotify:track:660MDwkTsKjaVrpevWGo2N,Celestial Aura,Falling Light,2026-03-25T21:59:43.221Z,,AudioResolve
spotify:track:664mxd7tkS4Nc1ktjuY6C2,Angine de Poitrine,Tohogd,2026-03-04T17:48:14.698Z,,BasslineRequests
spotify:track:66BUPKTwiKbKrNeqnpT2gh,Mr. Bill,Cascaded Strings VIP,2026-02-08T03:39:43.527Z,,BasslineRequests
spotify:track:66ckeiLFnVpv9IZ5iW3Zcx,Aveniós,Timeline,2026-03-26T21:42:28.770Z,,BasslineRequests
spotify:track:671sDyeE398eD0sdGuVbZU,A Tribe Called Quest,Steve Biko (Stir It Up),2026-02-21T08:30:29.788Z,,BasslineRequests
spotify:track:67CIALD233MbaJ5nDV1QlG,"Russian Circles, Audiotree",Quartered - Far Out Version,2026-01-28T20:06:16.635Z,,AudioResolve
spotify:track:67R8FmzwyQwWPob3qH7nfC,Pedestrian Tactics,Riddle,2026-02-07T22:12:45.376Z,spotify:playlist:3UqoL2pn0nLAdDp9KiLsuh,AddedToPlaylist
spotify:track:67w1cb9ESAnCGJkC9hW2nO,Avenged Sevenfold,I Won't See You Tonight Part 1,2026-02-04T17:15:26.766Z,,BasslineRequests
spotify:track:67wBtXxwXOh5pseldx92FT,"Aline Frazão, Paulo Flores",Matacedo,2026-01-12T23:02:34.259Z,,BasslineRequests
spotify:track:693OSFEftF9Cc2SFsiHxsO,Russian Circles,Milano,2026-03-11T18:05:57.565Z,,BasslineRequests
spotify:track:69HNELzycnP7UucHMyfPv6,Meliore,Serene Sanctuary,2026-03-26T21:42:28.811Z,,BasslineRequests
spotify:track:69g5H45jmhVbX6hwbP1ZE3,Rosonance,Noise of Blush,2026-02-02T23:21:00.871Z,,BasslineRequests
spotify:track:69gBAQdpxvCsw34Bbf8MnD,Avenged Sevenfold,The Stage,2026-02-04T17:15:26.766Z,,BasslineRequests
spotify:track:69oLqnnqggg6v7JMw9VIbf,Rage Against The Machine,Year of tha Boomerang,2026-01-26T16:57:34.477Z,,AudioResolve
spotify:track:6AtgHxdvghUjcjdPX1VhWN,Bruce Springsteen,Streets of Minneapolis - Radio Mix,2026-01-29T22:05:50.408Z,,BasslineRequests
spotify:track:6BO7StXzy6FRgxhRZ6DJbZ,Sleep Noise Island,Mountain Ascent,2026-01-30T04:50:41.332Z,,AudioResolve
spotify:track:6BZamWG6hfyq6chn88MfA2,Ivy Lab,Amber,2026-03-21T23:42:04.663Z,spotify:playlist:7HRSsuGlxMuQjKPps1iOXv,AddedToPlaylist
spotify:track:6CgkDd7PJVghkT2gDA3EJ5,Ljusnan,Frid,2026-03-26T21:42:28.770Z,,BasslineRequests
spotify:track:6DB2CW9ttaCA0Nqxozwh92,Mindful Measures,Pink Mind Oasis,2026-02-02T23:21:00.864Z,,BasslineRequests
spotify:track:6DGpCFSymsgduyPjuohFTF,Bruno Berle,Som Nyame,2026-01-12T05:18:57.856Z,,BasslineRequests
spotify:track:6DoXuH326aAYEN8CnlLmhP,Deftones,7 Words,2026-01-02T20:19:18.840Z,,BasslineRequests
spotify:track:6E9klSzlb6yxp71JdgPro8,Nine Inch Nails,The Four of Us Are Dying,2025-12-31T20:53:58.658Z,,BasslineRequests
spotify:track:6F9Zmskmo9MY5YHCq7y7ji,Russian Circles,Youngblood,2026-01-16T02:53:48.819Z,,BasslineRequests
spotify:track:6FI3RJ58Ztl0X1VtA6pVs9,"A Tribe Called Quest, Busta Rhymes",Oh My God (feat. Busta Rhymes),2026-02-21T08:30:37.356Z,,BasslineRequests
spotify:track:6FVYwnVrnAEIRnY3bHJb46,Avenged Sevenfold,Beast and the Harlot,2026-02-04T17:15:26.766Z,,BasslineRequests
spotify:track:6GHZjtoViTZgG9yCJpzGW4,This Will Destroy You,Memory Ranking,2026-02-02T23:21:06.767Z,,BasslineRequests
spotify:track:6GwSTzPQnwMiWMkwTyN0tK,Sessa,Flor do Real,2026-01-12T07:17:03.074Z,,BasslineRequests
spotify:track:6HgrJfzfj9WRBABdussy8z,Deftones,Rx Queen,2026-01-03T00:05:49.118Z,,BasslineRequests
spotify:track:6Hn9ZU7hZKAh1HsYMA26o8,Jorge Ben Jor,Xica Da Silva,2026-01-12T05:41:08.425Z,,BasslineRequests
spotify:track:6HucVIn1g3dMLdmIBzDDpP,Infinitesimal,Chasm,2026-01-07T22:07:45.694Z,,BasslineRequests
spotify:track:6Ibp1yXeTZY5au5i3AgXR8,Dancing Waves,Pink Noise for Tranquility,2026-02-02T23:21:00.864Z,,BasslineRequests
spotify:track:6J5kc12BW5HuP3d7C3vvx8,Bad Bunny,EoO,2026-03-23T02:33:06.343Z,,BasslineRequests
spotify:track:6JTYg0H6jvDMtpnP11NpE0,Pink Floyd,Coming Back to Life - Live,2026-03-22T17:50:12.600Z,,BasslineRequests
spotify:track:6KGVZnT4nHHfjm55MAHLjI,Eprom,Oksana,2026-03-21T23:42:04.663Z,spotify:playlist:7HRSsuGlxMuQjKPps1iOXv,AddedToPlaylist
spotify:track:6KVM6U9Wcxgjh0jDjoRDgh,The Doors,Waiting for the Sun,2026-03-06T00:03:56.130Z,,BasslineRequests
spotify:track:6LUCYyMZyeukkZ0BIG0dYC,Daily Bread,Back To The Moon,2026-03-21T23:42:04.663Z,spotify:playlist:7HRSsuGlxMuQjKPps1iOXv,AddedToPlaylist
spotify:track:6MEiPAaOU2cRr1MCiPLmNx,Russian Circles,Afrika - Live,2026-01-28T23:03:46.661Z,,AudioResolve
spotify:track:6MY1xABxoZATrEr4FeUhEM,Damien Rice,Delicate,2026-03-17T05:46:53.959Z,,BasslineRequests
spotify:track:6NZPGax7MzuTc32VUEOmz5,Hugleiösla,Fegðin,2026-03-26T21:42:28.770Z,,BasslineRequests
spotify:track:6NfOYGnrKe5Hc4YccTUnih,Quiet Robot,Many Nights Like This,2026-01-07T23:08:49.851Z,,BasslineRequests
spotify:track:6Nm8h73ycDG2saCnZV8poF,Rob Zombie,Dragula,2026-03-03T16:22:05.587Z,spotify:playlist:7DOUp4LwMVEqpnPOF3oeRC,AddedToPlaylist
spotify:track:6NqeqPnOGPJaAAvMa9qdTR,This Will Destroy You,They Move On Tracks Of Never-Ending Light - Live,2026-02-02T23:21:06.729Z,,BasslineRequests
spotify:track:6OENroGXt9K1FdnDcjLcpv,Victoria Canal,June Baby,2026-02-03T06:20:33.033Z,,BasslineRequests
spotify:track:6PKt491V2U0DgfW8QrVygA,Pink Noise Orchestra,Calming Pink Waves,2026-02-02T23:21:00.864Z,,BasslineRequests
spotify:track:6PwjJ58I4t7Mae9xfZ9l9v,The Killers,Somebody Told Me,2026-01-02T03:04:01.543Z,,BasslineRequests
spotify:track:6Q1aEumqxRnW8YbolJ8osI,This Will Destroy You,Dustism,2026-01-30T00:41:04.160Z,,BasslineRequests
spotify:track:6Qb7gtV6Q4MnUjSbkFcopl,Paul Simon,50 Ways to Leave Your Lover,2026-03-06T00:31:52Z,,BasslineRequests
spotify:track:6QfuMF4tGiWRGpHysIrPes,Russian Circles,Asa,2026-01-28T22:25:10.461Z,,BasslineRequests
spotify:track:6R4NjnvN8gZFPlNFqGAVWT,"Dal Av, Jackson Rose",Insanely Illegal Cage Fight,2026-03-03T16:22:05.587Z,spotify:playlist:7DOUp4LwMVEqpnPOF3oeRC,AddedToPlaylist
spotify:track:6SNv5lvGrXJxsR3ZB5R8Kp,This Will Destroy You,Serpent Mound,2026-02-02T23:24:42.970Z,,BasslineRequests
spotify:track:6Sq7ltF9Qa7SNFBsV5Cogx,"Bad Bunny, Chencho Corleone",Me Porto Bonito,2026-02-13T20:00:16.364Z,,BasslineRequests
spotify:track:6Tl1OGHOJtGDwL0zGMYmgc,TesseracT,Of Matter - P O R T A L S,2026-02-03T00:01:54.432Z,,BasslineRequests
spotify:track:6TyCyldftxRxuWeXlIAA4F,Mr. Bill,Corot-7b,2026-02-07T22:12:45.376Z,spotify:playlist:3UqoL2pn0nLAdDp9KiLsuh,AddedToPlaylist
spotify:track:6U6arJe3nfBpl0UiVg1T70,Kublai Khan TX,Supreme Ruler,2026-03-03T16:22:05.587Z,spotify:playlist:7DOUp4LwMVEqpnPOF3oeRC,AddedToPlaylist
spotify:track:6UQ26Pjdx5vWBJfG7csg4u,Adrian Younge,O Som do Amor,2025-12-31T02:29:45.432Z,,BasslineRequests
spotify:track:6UiuniiysH30m6BJFliU0l,Lymbyc Systym,Notations,2026-02-02T23:21:06.767Z,,BasslineRequests
spotify:track:6Vl0d64kN481KV8VkZ6xWN,Clam Pass,Radiance Pink Noise,2026-02-02T23:21:00.871Z,,BasslineRequests
spotify:track:6Xom58OOXk2SoU711L2IXO,Bad Bunny,Moscow Mule,2026-02-11T04:01:19.258Z,,BasslineRequests
spotify:track:6XqBNBCqLypx0rubKLtkcC,João Bosco,A Nível De...,2026-01-12T05:37:28.266Z,,BasslineRequests
spotify:track:6YPi691V53Wi7vsgKn7NF1,Between The Buried And Me,Foam Born (A) The Backtrack,2026-02-26T15:59:07.991Z,,AudioResolve
spotify:track:6ZXyNjjWkVaehH0otfMCTR,"Ane Brun, Linnea Olsson",Halo,2026-02-07T18:36:03.595Z,,BasslineRequests
spotify:track:6aF5JtQSrh7wNrkDE9B0My,Powerman 5000,When Worlds Collide,2026-03-03T16:22:05.587Z,spotify:playlist:7DOUp4LwMVEqpnPOF3oeRC,AddedToPlaylist
spotify:track:6bkuvfNZco0b8DXpnc8nq0,Eurotripp,Where's Your Head At,2026-03-03T16:22:05.587Z,spotify:playlist:7DOUp4LwMVEqpnPOF3oeRC,AddedToPlaylist
spotify:track:6cYvO0ZwYTQxmWzHYuRxGv,Dreamstatician,Dreamiest Pink Noise,2026-02-02T23:21:00.864Z,,BasslineRequests
spotify:track:6ce5ozgjHE0JoYlIpk4WYN,"Fabiano do Nascimento, Airto Moreira, Kana Shimanuki",Minha Ciranda,2026-01-12T06:08:36.245Z,,BasslineRequests
spotify:track:6cofOcVh37qyVEuBBVd6Wi,The M Machine,The Warehouse,2026-01-13T23:40:45.010Z,,AudioResolve
spotify:track:6dwfRVwzwBz7LnV6jINFhQ,This Will Destroy You,Allegiance,2026-02-02T23:21:06.729Z,,BasslineRequests
spotify:track:6ekfFY1c61AVIYn8mD6cHN,Tiger Stories,A Mirror in Every Drawer,2026-01-06T17:42:22.714Z,,BasslineRequests
spotify:track:6fIvBjBjMVYMsWRkh2VG3m,Thee Sacred Souls,Overflowing,2026-03-21T01:38:17.152Z,,BasslineRequests
spotify:track:6g3dqNLA9IOfs7J6i06838,Mogwai,Katrien,2026-03-03T22:26:01.588Z,,BasslineRequests
spotify:track:6g6W6wlkjjmmcZJL9pPAed,TEK.LUN,shush - stripped version,2026-03-21T23:42:04.663Z,spotify:playlist:7HRSsuGlxMuQjKPps1iOXv,AddedToPlaylist
spotify:track:6gClLrn292IEuNA8fbSM21,Karma Fields,its_OK,2026-02-07T22:12:45.376Z,spotify:playlist:3UqoL2pn0nLAdDp9KiLsuh,AddedToPlaylist
spotify:track:6gXVhs11etys1uHIyZQISG,"Pedestrian Tactics, Luminyst",Traditional Computer Solo,2026-01-05T22:01:04.928Z,,BasslineRequests
spotify:track:6ggJ6MceyHGWtUg1KLp3M1,Massive Attack,Risingson,2026-02-23T21:04:28.474Z,,BasslineRequests
spotify:track:6h6runZeeczWEuEW2pFvYW,Austin Farwell,New Home (Slowed),2026-03-05T06:21:54.213Z,,BasslineRequests
spotify:track:6hNksPJQJRzGycBv1xvdEi,iavú,Abundant,2026-03-26T21:42:28.770Z,,BasslineRequests
spotify:track:6haHIyPMUnVCZn6pHpyzM8,Avenged Sevenfold,"Not Ready to Die - From ""Call of the Dead""",2026-02-04T17:15:26.766Z,,BasslineRequests
spotify:track:6ie2Bw3xLj2JcGowOlcMhb,Lorde,Green Light,2026-02-21T08:25:28.134Z,,AudioResolve
spotify:track:6jHLPjF6S3U6jskp1oaNvl,This Will Destroy You,Their Celebrations,2026-02-01T23:54:34.970Z,,BasslineRequests
spotify:track:6jUOskhzSVWe6rKalmVd7Y,Ivy Lab,NASDAQ,2026-03-21T23:42:04.663Z,spotify:playlist:7HRSsuGlxMuQjKPps1iOXv,AddedToPlaylist
spotify:track:6kYaRxSqEUgKNU59jn7QCq,Crystal Slowdown,Pink Noise Syllabus,2026-02-02T23:21:00.871Z,,BasslineRequests
spotify:track:6lt4fl1lXAEbCI7bUA56qG,"Pedro Mizutani, Skinshape",Chorar Na Beira Do Mar,2026-01-12T05:02:57.063Z,,BasslineRequests
spotify:track:6lx1n63qJmhzPpirxxksbI,The Zombies,Time of the Season - Mono Remastered,2026-03-05T23:52:17.309Z,,BasslineRequests
spotify:track:6mF02EadTDbzTKW4I9mx4U,This Will Destroy You,Freedom Blade,2026-02-02T23:21:06.767Z,,BasslineRequests
spotify:track:6mFkJmJqdDVQ1REhVfGgd1,Pink Floyd,Wish You Were Here,2026-02-01T22:23:53.840Z,,BasslineRequests
spotify:track:6nUbqnk5OIftan8BVx7sDt,Aunt Cynthia's Cabin,Misty Woman,2026-03-07T19:51:49.716Z,,BasslineRequests
spotify:track:6nmDEbjMZru5j55HIkX2yZ,Deftones,Diamond Eyes,2026-01-02T20:16:10.324Z,,BasslineRequests
spotify:track:6oeNF7ufnpxbxlt75jgwGU,"Mr. Bill, Of The Trees",Pish Posh,2026-02-07T22:12:45.376Z,spotify:playlist:3UqoL2pn0nLAdDp9KiLsuh,AddedToPlaylist
spotify:track:6p5QJBr5iE2xvHatGebTbR,Rosinha De Valença,Asa Branca,2026-01-12T04:06:25.030Z,,AudioResolve
spotify:track:6p6udwm1g7A4yqJTK5ISf5,messwave,war in my head,2026-03-21T23:42:04.663Z,spotify:playlist:7HRSsuGlxMuQjKPps1iOXv,AddedToPlaylist
spotify:track:6p7QJWOYCtrOxU30RwoaC1,Of The Trees,6AM,2026-02-07T22:12:45.376Z,spotify:playlist:3UqoL2pn0nLAdDp9KiLsuh,AddedToPlaylist
spotify:track:6p9DdpEursYnKvSuJnhBP6,Rufus Odobata,Not Alone,2026-03-26T21:42:28.811Z,,BasslineRequests
spotify:track:6pFr2LQhkK3vwJ7WeQdwea,Rellendum,Recumbent,2026-03-26T21:42:28.770Z,,BasslineRequests
spotify:track:6pomNHBH6owPM4RIGhP2Ly,"Nyron Higor, Nathalia Grilo",Maravilhamento,2026-01-11T05:58:02.373Z,,BasslineRequests
spotify:track:6qwFuoKqoDI1lOifvEVrPP,"A Tribe Called Quest, Large Professor",Keep It Rollin' (feat. Large Professor),2026-02-21T08:34:05.448Z,,BasslineRequests
spotify:track:6rqINM8rqqvjHrekRP8Hi1,Mogwai,Yes! I Am a Long Way from Home,2026-03-03T14:16:08.903Z,,AudioResolve
spotify:track:6rx6Ew1sday1KvsnD4HNdI,Beck,Tropicalia,2026-01-31T06:33:42.125Z,,AudioResolve
spotify:track:6sKxXqDGkKROr3Z3Na32nv,"Edward Maya, Vika Jigulina",Stereo Love (Radio Edit),2026-01-01T06:02:00.580Z,,BasslineRequests
spotify:track:6swozrqHhagXLafbMLCHKJ,The Stillframe,Continuum,2026-03-26T21:42:28.770Z,,BasslineRequests
spotify:track:6ug6KkKYPHPJWkjkVmQpUE,Nyron Higor,Ciranda,2026-01-11T05:42:38.911Z,,AudioResolve
spotify:track:6vDM1b9YrFwQoas9RKnJba,"Mr. Bill, Funi",Screening,2026-02-08T03:19:03.192Z,,BasslineRequests
spotify:track:6vYHXQQ1fkJLXVsZ8TCUAj,EXOA,Hot Pink Noise,2026-01-31T04:00:57.742Z,,BasslineRequests
spotify:track:6viRE5YBLvIGLaQ2fk08f4,Seraphine,Stillness,2026-03-26T21:42:28.897Z,,BasslineRequests
spotify:track:6vsAUwTrWaqLMmwirTiu3P,TesseracT,Tourniquet - P O R T A L S,2026-02-03T00:01:55.155Z,,BasslineRequests
spotify:track:6wlxtZGLYTHEuXFHIAu1qf,Mellow Dreamer,Always Returning,2026-03-26T21:42:28.811Z,,BasslineRequests
spotify:track:6xrp9YkuP4F3iuyZaciG2C,TesseracT,Nocturne - P O R T A L S,2026-02-03T00:01:55.155Z,,BasslineRequests
spotify:track:6y8wzT1tutKxp0R7VjkBem,Aaron Parks,Anywhere Together,2025-12-31T19:17:25.049Z,,BasslineRequests
spotify:track:6zKF4293k44ItKWJJgrhXv,Killswitch Engage,My Curse,2026-03-03T16:22:05.587Z,spotify:playlist:7DOUp4LwMVEqpnPOF3oeRC,AddedToPlaylist
spotify:track:6zldvnVMC25b4uliSKO9Lz,Chris Lorenzo,Appetite,2026-03-22T19:01:20.575Z,,BasslineRequests
spotify:track:70L6nHORQsblY813yNqUR3,Deftones,Cherry Waves,2026-01-02T19:41:05.492Z,,BasslineRequests
spotify:track:71CXzHYYOyNqgtVFpNdeCS,Lobo,I'd Love You to Want Me,2026-03-08T08:13:25.761Z,,BasslineRequests
spotify:track:71OXVpQToHCrCEUs1bmZuc,Xella Machina,Focus Pink Noise Time,2026-02-02T23:21:00.864Z,,BasslineRequests
spotify:track:71rj22EzkPHSF0JNhSMHZO,Dream Fuzz,Glittering Pink Noise,2026-02-01T22:19:27.647Z,,BasslineRequests
spotify:track:721qZrVIoHu1BggBmy7fd5,Russian Circles,309,2026-03-11T17:35:07.362Z,,BasslineRequests
spotify:track:725NSbIej5lP3GfhLC7So3,"Elena Siegman, Kevin Sherwood",115,2026-03-03T16:22:05.587Z,spotify:playlist:7DOUp4LwMVEqpnPOF3oeRC,AddedToPlaylist
spotify:track:72PXvumKV3t0Eip3D8vkM4,Celestelle,Stardust Memories,2026-03-26T21:42:28.811Z,,BasslineRequests
spotify:track:74RQQSGzxODrh57UH2jykM,sumthin sumthin,Trauma,2026-02-08T03:50:42.116Z,,BasslineRequests
spotify:track:75i02EsYnReen4LuRF7EC5,"Saturna, CØNTRA, Mfinity",What I Can Do - Mfinity Remix,2026-02-08T03:58:24.188Z,,BasslineRequests
spotify:track:75vulmwax54bhEF3qSfV0X,Russian Circles,Conduit,2026-03-16T22:14:46.976Z,,BasslineRequests
spotify:track:76JhicgPtW4zbN72tpnMyA,Slowdive,Souvlaki Space Station,2026-01-28T03:32:53.912Z,,AudioResolve
spotify:track:77670vf8Kf4j1jtxRNTSJk,Mord Fustang,PURRITO,2026-01-05T22:04:03.836Z,,BasslineRequests
spotify:track:78XFPcFYN8YFOHjtVwnPsl,Avenged Sevenfold,Unholy Confessions,2026-02-04T17:15:26.766Z,,BasslineRequests
spotify:track:78aKorfsSpBK3KRaLD1RPN,Jack Allenson,Faithful and True,2026-03-26T21:42:28.811Z,,BasslineRequests
spotify:track:7A6cVVpZuSHVtFDNQCy02o,Metric,Gimme Sympathy,2026-02-07T18:24:31.629Z,,BasslineRequests
spotify:track:7AalBKBoLDR4UmRYRJpdbj,Pink Floyd,Fearless,2026-03-05T23:52:09.583Z,,BasslineRequests
spotify:track:7B6Y9cLgQXOKF5Bne8O3L5,Three Peels,Sparkling Pink Noise,2026-02-02T23:21:00.871Z,,BasslineRequests
spotify:track:7BKzn2sBaZ71mdL7bZbuB8,Pinkfreq,Pink Elephant Noise,2026-02-02T23:21:00.864Z,,BasslineRequests
spotify:track:7BMTdqTc7vW0Kvo2h9Yhzq,Joudinoire,Léthargie,2026-01-07T19:04:50.297Z,,BasslineRequests
spotify:track:7BQfABBXoRGXnK8D7Lgu6G,Exodar,Lunar Pink Noise,2026-01-31T06:30:58.210Z,,BasslineRequests
spotify:track:7BWTOzUZe0w1X5xhCWUaNJ,Zendium,Pink Noise Dreamscape,2026-02-02T23:21:00.864Z,,BasslineRequests
spotify:track:7BnYUyLvwPuPCwA1XHmTgL,Nadia Bulic,Jesen,2026-01-08T17:03:26.942Z,,BasslineRequests
spotify:track:7C3pUbqrdRAfY4SZ2jUyU5,Transformator,Transcapes,2026-01-09T23:08:12.333Z,,BasslineRequests
spotify:track:7CAdycFxxvZqfSKNsdcVQB,Avenged Sevenfold,Girl I Know,2026-02-04T17:15:26.766Z,,BasslineRequests
spotify:track:7CTwpQadepTXW8u0eWLBG6,A. G. Cook,Residue,2026-02-07T22:12:45.376Z,spotify:playlist:3UqoL2pn0nLAdDp9KiLsuh,AddedToPlaylist
spotify:track:7CZiDzGVjUssMSOXrDNYHL,The Beatles,Ticket To Ride - Remastered 2009,2026-03-05T23:48:59.099Z,,BasslineRequests
spotify:track:7CdcnX9m1wI8sIlQGLd0Un,Of The Trees,The Owl Song,2026-02-08T03:33:28.112Z,,BasslineRequests
spotify:track:7CoiOXsrfI58wUZBt45HgL,Spiritbox,Perfect Soul,2026-02-03T04:09:35.904Z,,BasslineRequests
spotify:track:7CpbhqKUedOIrcvc94p60Y,Drowning Pool,Bodies,2026-03-03T16:22:05.587Z,spotify:playlist:7DOUp4LwMVEqpnPOF3oeRC,AddedToPlaylist
spotify:track:7D6xhab9nRmW595UhjVjI0,Alex Slumber,Fuchsia Pink Noise,2026-02-02T23:21:00.864Z,,BasslineRequests
spotify:track:7DAqYWASez8BkiSiwW5jvb,The Egyptian Lover,Everything She Wants,2026-03-21T23:42:04.663Z,spotify:playlist:7HRSsuGlxMuQjKPps1iOXv,AddedToPlaylist
spotify:track:7DBIa73BtrN28a9eh1NeB2,Megan Wofford,Where Light Waits,2026-03-26T21:42:28.770Z,,BasslineRequests
spotify:track:7Exe0mVrJblSNEiRuBI96A,ODESZA,Always This Late - Instrumental,2026-03-14T01:02:25.550Z,,BasslineRequests
spotify:track:7FyLj2mT2bIRhx0zvHaGRj,This Will Destroy You,Happiness: We're All in It Together,2026-02-02T23:24:42.970Z,,BasslineRequests
spotify:track:7GWgKKHR1Cv0U0ItiioxI7,"Bob Moses, Kasablanca",Afterglow (Kasblanca VIP Remix),2026-03-22T18:57:08.389Z,,AudioResolve
spotify:track:7HKRWMTErKh56EIBeFcmdf,Avenged Sevenfold,Seize the Day,2026-02-04T17:15:26.766Z,,BasslineRequests
spotify:track:7Hr1Ignop7cymbE3FbOtXa,Avenged Sevenfold,So Far Away,2026-02-04T17:15:26.766Z,,BasslineRequests
spotify:track:7IPUstAGVn0zZLwOHjHGsD,Starcadian,Trapped in America,2025-12-31T21:07:44.374Z,,BasslineRequests
spotify:track:7IoK6jZBxY7NMoQPoPXZCF,Deftones,Passenger,2026-01-02T22:59:46.969Z,,BasslineRequests
spotify:track:7JfI9oyhjY3QhUVNcqz6kL,Of The Trees,Tanglewood,2026-02-08T03:10:37.843Z,,BasslineRequests
spotify:track:7KDuavfltk861z14QiGwCJ,Enormousness,Echothane,2026-03-26T21:42:28.770Z,,BasslineRequests
spotify:track:7LiuJKn4UKg5Gn2UKGSOep,Soundgarden,Spoonman,2026-01-03T22:53:10.343Z,,BasslineRequests
spotify:track:7MOQrtXMNImAq5TrPZzC0w,Avenged Sevenfold,Gunslinger,2026-02-04T17:15:26.766Z,,BasslineRequests
spotify:track:7amtYM2FuWSWBzlb40Y8OH,Infinitesimal,Cosmic Trinity,2026-01-08T22:08:33.753Z,,BasslineRequests
spotify:track:7btM3tsClpCfKhOXjRqrXe,Creach,Make It To Monday,2026-01-30T20:42:44.992Z,,AudioResolve
spotify:track:7cVQrA0cKvg3XN76aXgBjF,This Will Destroy You,There Are Some Remedies Worse Than the Disease,2026-02-01T23:09:57.223Z,,BasslineRequests
spotify:track:7clyJIrLkEbXUDwj1tC9zz,grandson,Blood // Water,2026-02-23T02:07:58.043Z,,AudioResolve
spotify:track:7cn4zW2qo6tiuTkssHfzDH,TesseracT,Cages - P O R T A L S,2026-02-03T00:01:55.155Z,,BasslineRequests
spotify:track:7d6yK8v8J484SWH5prIQiE,"Bad Bunny, Omar Courtz, Dei V",VeLDÁ,2026-03-23T02:50:29.031Z,,BasslineRequests
spotify:track:7eO8DoO8FZ3EzGQy8hm0v9,This Will Destroy You,"Killed the Lord, Left for the New World",2026-02-02T23:21:06.729Z,,BasslineRequests
spotify:track:7ehDkvNq1MV7VFPIferGXD,Russian Circles,Enter,2026-01-28T19:05:16.690Z,,BasslineRequests
spotify:track:7epyCKvpOaA5yrn7fTXGHV,Cochemea,Ancestros Futuros,2026-01-01T05:00:37.925Z,,BasslineRequests
spotify:track:7eqDI2aWeSxFarRnGu6QWe,This Will Destroy You,Rejected Football - Score,2026-02-02T23:21:06.729Z,,BasslineRequests
spotify:track:7ewT0nLFkMD8ONbRibePr9,Fall Out Boy,I Don't Care - Single Version,2026-01-02T06:07:01.056Z,,BasslineRequests
spotify:track:7f46DzJbwrJiANH9hOZF1s,Hypnotronica,Hypnotic Pink Calmness,2026-02-02T23:21:00.864Z,,BasslineRequests
spotify:track:7f82xwOkTnbDFn516JoOBq,Naibu,Achille,2026-01-23T21:34:57.151Z,,BasslineRequests
spotify:track:7fkWpK1YcIMtM7PdMawgfY,Flea,A Plea,2025-12-31T15:14:43.807Z,,BasslineRequests
spotify:track:7hFx498UBDaX0RafWpscWd,"Pedro Mizutani, Skinshape",Sozin,2026-01-11T22:24:02.267Z,,BasslineRequests
spotify:track:7iMQChXFK33TS49QWhE4tt,Gojira,The art of dying,2026-01-16T03:05:08.212Z,,BasslineRequests
spotify:track:7iiULg8Kmbnh1vWbh9rnBA,Deftones,Lotion,2026-01-02T21:37:30.551Z,,BasslineRequests
spotify:track:7jOM0KIKgIppqIEvEjixaj,"Air, Beth Hirsch",All I Need (feat. Beth Hirsch),2026-01-29T16:09:05.352Z,,BasslineRequests
spotify:track:7jlv9EFXU3Hn1nsqjBe3nC,Quiet Tones,Eastern Sun,2026-03-26T21:42:28.770Z,,BasslineRequests
spotify:track:7lsPxv6DTrbjH65tWShmoe,Quiescent State,Reflectivum,2026-01-06T17:49:31.159Z,,BasslineRequests
spotify:track:7m36VnI4RGRMUMVCllZnfl,TesseracT,Seven Names - P O R T A L S,2026-02-03T00:01:55.155Z,,BasslineRequests
