spotify_id,artist,track_name,duration,date_added
2VGDntFPvgvqSiUf9ITEfW,LCD Soundsystem,Someone Great,6:30,2024-04-29
4XiDAxr6alWzxm24i2Rt4K,The Beatles,A Day In The Life,5:08,2024-04-29
1jXky83x0PR5nrRbAleiJC,Harry Chapin,"30000 Pounds of Bananas - Live",11:24,2024-04-29
1lo9k4PrxFd5Np4cAxXoKo,Nine Inch Nails,Hurt,6:16,2024-04-29
3B9rkj19z4Hno7NdkN6cNe,MUNYA,Un Deux Trois,3:30,2024-04-23
260V7huyJrXnyYe0dFv2Fa,Polo & Pan,"Canopée",4:36,2024-04-23
0r4HuzLAFMs9XEMf9FSnH9,Princess Party Mountain,Donostia,4:36,2024-04-23
3RAFcUBrCNaboRXoP3S5t1,Slipknot,Psychosocial,4:44,2024-04-19
2RBDtrXZ5LDAfKtmkrJFAv,GRiZ,Mystik Dub,3:38,2024-04-17
46xqXoohiUXCZo4K34LG4G,Mac Miller,Outside,3:37,2024-04-17
7aQjPecQdIuNd1sz3KCDhD,The Cardigans,Lovefool,3:14,2024-04-17
3Ye9CND8ke6F1wozOhG0XD,Allman Brothers Band,Jessica,7:31,2024-04-17
4UQDZlZhGUDoYMohwrY28v,Jamiroquai,Virtual Insanity,3:49,2024-04-17
6GBEqPpPsxf1NOtA4TGno4,Split Chain,Future,2:41,2024-04-17
1AMADyXgIWayh5vXLZo2qF,Basement,Covet,3:47,2024-04-12
3RzYbj6Rr6mSJCar4Ua86F,VIOLENT VIRA,I Don't Care,3:01,2024-04-09
7DzktdAh3zTT5Li8vam9tt,Tom Petty; Jeff Lynne; Steve Winwood; Dhani Harrison; Prince,While My Guitar Gently Weeps,6:21,2024-04-08
3LqBeDGVNO750J421XVIcH,Pink Floyd,Sorrow - Live,10:49,2024-04-08
5HNCy40Ni5BZJFw1TKzRsC,Pink Floyd,Comfortably Numb,6:22,2024-04-08
2lk8WgD5OirqjGNaY8M3hO,Jimi Hendrix,Purple Haze - Live at Woodstock,4:24,2024-04-08
2dEmgFg56MCm66Fg7M8j4e,Josh Smith,Penance,6:35,2024-04-08
1nTIlEfFDYpeRTkvhdF6I3,Joe Satriani,If I Could Fly,6:31,2024-04-08
0dqGfCMAGyDgpUAgLNOjWd,Metallica,Fade To Black,6:57,2024-04-05
4anNi7mPKoyHPll6yfC6fK,Joel Lyssarides,As Night Let Down Its Curtain,1:33,2024-04-03
7ApoQAZIblqnGXhdt3ggp8,The Dave Brubeck Quartet,Koto Song,3:01,2024-04-03
6Wnlq1Pu3I0BajLvxn05Vr,Aaliyah,Try Again,4:45,2024-03-30
4dVbhS6OiYfJikshyaQaCN,Foo Fighters,My Hero,4:20,2024-03-30
0qReQhzcmVMlJcKT1ZzBQ1,Boris,Electric,1:45,2024-03-25
76GlO5H5RT6g7y0gev86Nk,The Cure,Just like Heaven,3:32,2024-03-24
7b4yGtR0rujvLi5EBfKKJ2,Eddie Money,Take Me Home Tonight,3:31,2024-03-24
6m59VvDUi0UQsB2eZ9wVbH,Bell Biv DeVoe,Poison,4:22,2024-03-24
5NLuC70kZQv8q34QyQa1DP,Beastie Boys,Fight For Your Right,3:29,2024-03-24
5gS8whHdcpbkdz0qonQZF8,Talking Heads,Road to Nowhere,4:19,2024-03-24
4KFM3A5QF2IMcc6nHsu3Wp,Sting,Englishman In New York,4:27,2024-03-24
4AUS8KNz7zX8XFu9L38GT0,Peter Gabriel,Sledgehammer,5:12,2024-03-24
3fH4KjXFYMmljxrcGrbPj9,Simple Minds,Don't You (Forget About Me),4:23,2024-03-24
34x6hEJgGAOQvmlMql5Ige,Kenny Loggins,Danger Zone,3:35,2024-03-24
2LJeMUu1NY1h7tIN7VkfoK,Stevie Ray Vaughan,Superstition - Live,4:43,2024-03-24
1ZPlNanZsJSPK5h9YZZFbZ,Madonna,Like a Virgin,3:39,2024-03-24
1nmZ8yqKkfooOuYvtFctDp,Asia,Heat Of The Moment,3:48,2024-03-24
18AXbzPzBS8Y3AkgSxzJPb,Phil Collins,In The Air Tonight,5:36,2024-03-24
0qxYx4F3vm1AOnfux6dDxP,Paul Simon,You Can Call Me Al,4:41,2024-03-24
0QeI79sp1vS8L3JgpEO7mD,Prince,Let's Go Crazy,4:40,2024-03-24
5ASA1KxNfB27NiulCGNdT4,Al Hirt,Green Hornet Theme,2:20,2024-03-24
0pU0chaIUmgEDcZYo2MWfs,Floor,Sneech,1:02,2024-03-22
54J4SjLN5zUTGhAc2yLHF0,Boris,Rafflesia,5:33,2024-03-22
3PNuq4zUgDMTqdBuGeg50m,BABYMETAL; Tom Morello,METALI!!,3:29,2024-03-22
4Nl1otQJRury7dUhaJZuTS,Guster,Airport Song - Live from Portland Maine,3:24,2024-03-19
3QAE7ypzhNZzQxOjKCGHD9,Alice In Chains,Nutshell - Live at the Majestic Theatre,4:57,2024-03-19
0E9Ija4VqOEvZS25Lfxw4f,BOOGIE T.RIO; Boogie T,Dear Weed Man - Live,4:59,2024-03-19
4vVRvUKopyVtzr3MVoyFxX,REZN,Pipe Dream,2:08,2024-03-18
7t82TuRmHLvPqljErjvl6m,Nadja,Stillborn (a Fragment),1:40,2024-03-18
2Xqd2sxjWHEXmIUlsy6Od9,Boris,Vanilla,4:15,2024-03-16
7CYPzawmBUJUN3tDGhQh1I,Wisp,Enough for you,3:06,2024-03-16
3VPBPBZKxQu3bqeuzz8gRm,Lamp,Last Train At 25 O'clock,4:24,2024-03-16
2Wi5ubKr8zSk8L3CLemyS4,SEATBELTS,Tank!,3:30,2024-03-16
09xqp9eObeCLsRfyHadWow,Justin Timberlake; Tobe Nwigwe,Sanctified,5:12,2024-03-15
2WR6MC3545yuad4CyrWkVa,Tycho; nimino,Small Sanctuary - nimino Remix,4:12,2024-03-11
7HF9uQRXDrSX0uNHqkATBj,Zerb; Sofiya Nzau,Mwaki - Sped Up,2:58,2024-03-11
5CV5ZyiZTgrhPg6f8xm95h,Marc Rebillet,Surviving,1:20,2024-03-11
4NDhaxAmbKXM8LKrOPNxsy,Levity; Dem Jointz,Flip It,2:15,2024-03-11
7E6IFutWjPq3vAvSMNIjkP,Deathpact,0506+056,1:59,2024-03-11
2nLfEbR7w78ltUP8nnLc19,ZEP,MOSHQUITO,1:41,2024-03-11
74fmYjFwt9CqEFAh8ybeBD,Skrillex; Fred again..; Flowdan,Rumble,2:27,2024-03-11
7iXA7a53fVKxPJFJvebJ8P,The Kount; Marc Rebillet; Moods,The Way You Make Me Feel,3:25,2024-03-11
0McmABkx2zZQv5iQbCHuW7,MEZERG,Blue Pink Jam,3:04,2024-03-11
0UdjNJcpqV0bRuc4BynAlY,Las Grecas,Orgullo,3:22,2024-03-11
6YtJZvTgP7saEg7sfXQ4Kn,Paradise Regained,Boston,5:32,2024-03-10
75uvgVau7AVf8eSxhXmZAI,Doomtree,Final Boss,4:35,2024-03-10
2sKFeEy8ogXnzishBGh5on,Max Allen,Unionize,3:28,2024-03-10
6t54swsGBrVI8bIUTNEgss,Porky's Groove Machine,Don't Put Love in the Granola,4:54,2024-03-10
6RGXvExPr2zOTSfqqpRqx2,Dopapod,Mucho,6:33,2024-03-10
6o6Dmd2gQW3BXzyzxMHnfz,I Break Horses,Winter Beats,4:45,2024-03-10
3rv2u0rfXCZrUoeposkCML,Mary Clark,Take Me I'm Yours,6:58,2024-03-10
68kvypOTqfhvq4Se0HUIjN,James Hiraeth; Local; BSEARL,Radio - Remix,3:14,2024-03-09
3wzAXBZ6mhuYEzf2IJAbDc,Lorna Shore,Of the Abyss,5:43,2024-03-08
1LLiDI21J4WWlmqk7zsm9v,Spiritbox,Holy Roller,2:53,2024-03-02
5vYA1mW9g2Coh1HUFUSmlb,Matchbox Twenty,3AM,3:46,2024-03-01
2KVwlelhxKUy8LVV6JypH3,Matchbox Twenty,Push,3:59,2024-03-01
2jQ1P0aGT4WkNyJCeoQnb9,Joey Valence & Brae,PUNK TACTICS,2:24,2024-02-16
0Fl8ciGpmcUezzgaSKvysd,Alice In Chains,Check My Brain,3:58,2024-02-06
4CR6C67Fe6JqIqs8TvITf6,Ricky Bamboo,Universal Sound,3:52,2024-02-04
6GAemDMWAXa8wZOBkO1gar,A Tribe Called Quest,Buggin' Out,3:37,2024-02-03
3Ti0GdlrotgwsAVBBugv0I,A Tribe Called Quest,"Can I Kick It?",4:12,2024-02-03
119c93MHjrDLJTApCVGpvx,Wu-Tang Clan,C.R.E.A.M.,4:12,2024-02-03
4wteGC0HtLeZWjDcczc4Pw,Skrillex; Missy Elliott; Mr. Oizo,RATATA,2:07,2024-02-03
7oFiFPltiQTBqVutyiSwvE,Madvillain; Madlib; MF DOOM,Figaro,2:26,2024-02-03
2eRPqH2I3ap7o2s0GGekoy,Marc Rebillet,Night Time Bitch,0:55,2024-02-03
6fyfrrqJe9XOlNNgxHwJ3h,Beastie Boys,Flute Loop,1:55,2024-02-03
7CH99b2i1TXS5P8UUyWtnM,Thundercat,Them Changes,3:08,2024-02-03
0lwkzF4dDxLp8HMVSQjpFf,Joey Valence & Brae,HOOLIGANG,2:48,2024-02-02
4t2qbVfVptCmmGkxLV3rA5,Karsh Kale,Liberation,4:57,2024-01-28
4UPNrU3SCxNxa4qXcM3oOs,Antonin; Polo & Pan,"Ça fait du bien - Polo & Pan Remix",3:01,2024-01-07
63GJDO5mxiFP1ZQEpdUWRd,Polaris,The Remedy,4:04,2024-01-02
4sf4Lq52b2iCoAgpge7a9g,Plastic Bertrand,Ca Plane Pour Moi,3:02,2023-12-31
7aKWgpecgLEqisWcXPElDl,CAKE,Never There,2:44,2023-12-29
2qJZU5QeYYYiPtlSd58qBH,Bats,Going For Oysters,4:36,2023-12-23
5OWFIt6KM0AO8hrtSOopSf,Alberto Baldan Bembo,Trop's,1:56,2023-12-01
3FI0iAAAjmR31xpZEwbdys,Spiritbox,Circle With Me,3:54,2023-11-19
0VwEIRp1gZihPBqQVKBd9w,Currents,The Death We Seek,4:06,2023-11-17
5EoYc5wvRYOtkudLfrjsL1,Sam Cooke,Bring It On Home to Me,2:44,2023-11-03
0WSlOSMLJWoWUpWci9nnRb,The Meters,Cissy Strut,3:07,2023-11-03
4E6wpXABj8XosZEPXZz2OK,Meshuggah,Bleed,7:23,2023-10-23
1qHNXbwUpOaeqM5jbK77tn,Mogwai,Mogwai Fear Satan,16:20,2023-10-23
7zKoAeplPMS3bcqIZ4crp4,After The Burial,Lost In The Static,4:33,2023-10-19
0diSnstejl46AiNC2ISoeW,Emmure,You Asked for It,1:32,2023-10-19
1kbwEcixFWVj5dFO9Kso3J,Power Trip,Executioner's Tax (Swing of the Axe),3:45,2023-10-19
0pwObEOHolQZSldJ2q1wpy,TOOL,Stinkfist,5:11,2023-10-19
3q7kMFce0TnDafVUzq8IpE,Spiritbox,Holy Roller,2:53,2023-10-19
0AiCAbg6Xb4uGk9bB5L1jw,Evinha,Esperar pra Ver,2:08,2023-09-10
399Hm1oqfzzQaZRu3CtVMb,Jorge Ben Jor,Take It Easy My Brother Charles,2:36,2023-09-10
6SCtl3DTOZ81LyMVARmozp,Douglas Germano,Quarta-Feira de Cinzas,1:06,2023-09-10
3BpiaGyTIb7VIoAYbvSzTH,Tim Maia,"Réu Confesso",3:38,2023-09-10
0MT6ecgiLweuA4nd9NTGll,Erasmo Carlos,Gente Aberta,2:20,2023-09-10
2EoOZnxNgtmZaD8uUmz2nD,Soundgarden,Black Hole Sun,5:19,2023-08-25
710B9xFjNOisQtKtppZE9p,Type O Negative,Black No. 1,11:16,2023-08-21
4eGHEHqoDMMejzPhRFTc7p,Type O Negative,I Don't Wanna Be Me,5:09,2023-08-21
21O0XXPEWPtePt5RMY93Ob,Madvillain; Madlib; MF DOOM,All Caps,2:10,2023-08-20
3cxZT78mZDyLsLPJKcTu3U,Faye Webster,Right Side of My Neck,2:33,2023-08-19
3dgk9BJw49CNkw9dN3FzRq,Christina Vantzou,At Dawn (Mixed),1:45,2023-08-12
38KFHXttkrIpnUd0tTvkZj,DjRUM; Zosia Jagodzinska,Creature Pt. 1,4:43,2023-08-12
7ic8N154Eqo5Gd5fU38Zku,Biosphere,The Sudden Rush,3:28,2023-08-07
5L8ta4ECl5zeA6bGqY7G38,Benny Goodman,"Sing Sing Sing",8:40,2023-08-05
2brxFq9YHrI4v6RGrocn5X,Roy Orbison,Dream Baby,2:34,2023-08-05
3vST7tho4iT90949PEtM7i,Jorge Ben Jor,"Bebete Vãobora",2:35,2023-08-05
0o1cEv8XfdMup4wkrDUmgw,Black Moon; Smif-N-Wessun,Make Munne,4:25,2023-08-05
5lzLhFRsmQ7oOgbMOnbMmb,Supergrass,St. Petersburg,3:10,2023-07-25
37JISltgxizbDAyNEEqkTY,Radiohead,Planet Telex,4:19,2023-07-25
37pKTyMwalomKCZjxTc2QZ,Cocteau Twins,Cherry-coloured Funk,3:12,2023-07-25
0cG9ocYqYOIVtgiWTmTe3g,Red Hot Chili Peppers,Breaking the Girl,4:55,2023-07-25
5OnyZ56HLhrWOXdzeETqLk,Björk,Human Behaviour,4:12,2023-07-25
2QwObYJWyJTiozvs0RI7CF,Radiohead,Street Spirit (Fade Out),4:14,2023-07-25
1FvDJ9KGxcqwv1utyPL3JZ,The Smiths,This Charming Man,2:43,2023-07-25
79RYNk7I1YDy4RLPamenAn,Ludwig van Beethoven,"Symphony No. 7 II. Allegretto",7:45,2023-07-23
7iZ3N3mKXPiQxT4eyTi1Xd,Justice Der,Don't Kill My Vibe,4:12,2023-07-21
37vEa9sfgAqEZuqX8AX0Zk,Bill Evans Trio,Nardis,5:49,2023-07-11
0aBBIonGDbOcEyntUARrUV,Elder,Gemini,9:40,2023-07-09
2js7fmpprUVcYLoy8lXRz7,Clark; Oliver Coates,Lovelock,1:41,2023-07-06
6rfVO09kcyKhUcfQkhUpX4,Röyksopp,"(Nothing But) Ashes…",1:53,2023-07-06
3M7Nmb1161pPb1eUPrsVMS,Sweeps,What I'm Giving You,1:57,2023-07-02
6j0EkGINUEDwCxt6BeUQnX,Cobra Man,Manramp,2:03,2023-06-30
6clrt5x5viq13LZwEnHcur,Sergio Mendes & Brasil '66,Mas Que Nada,2:41,2023-06-30
1bevrs76fdGW3y03R5q6GB,50 Cent,Window Shopper,3:12,2023-06-29
2qG5sZ7Si6sdK74qLxedYM,ROSALÍA; J Balvin; El Guincho,Con Altura,2:42,2023-06-29
4yl1IpHPuXUV2MjxXy6hZn,Red Fang,Wires,5:43,2023-06-23
3gjIUgybGJCPDaPFSjmpBs,Wand,Fire On The Mountain,5:07,2023-06-21
0Wh99eifNTNqDFRtzWhCE2,Stan Getz; João Gilberto; Astrud Gilberto; Antônio Carlos Jobim,Corcovado,4:17,2023-06-19
1xBNJg2dvZsmUM4yoBag9N,João Gilberto,Bim Bom,1:17,2023-06-19
7z3l6quyFofhd78Vx94fi1,Stan Getz; João Gilberto; Antônio Carlos Jobim,The Girl From Ipanema,5:22,2023-06-19
6MNfmGsR6BIUzgP0yDkzi3,João Gilberto,Bim Bom,1:13,2023-06-19
7zFXDAZ2V52022GPNYOxyH,Magic City Hippies,Queen,2:26,2023-06-18
4au9zOGq4UoV03sLuXFZZI,Ritt Momney,HEADSTART,3:10,2023-06-18
4Z5C9LDf5S5pWFAoPWN4ej,Bill Withers,I'm Her Daddy,3:20,2023-06-18
3X7uFMzJrEE0sxn62qd8Ch,Starship,Nothing's Gonna Stop Us Now,4:30,2023-06-16
2Szp5uQStSRxZnLQhsvfkC,Tonebox,Celestial Breakdown,3:35,2023-06-16
1jGL6zAuki7S4f7vtvAtr3,Perturbator,The Uncanny Valley,6:55,2023-06-16
1Q2DmbanwxK8YpQNPgMTC7,Fernanda y Bernarda de Utrera,Romance de la reina Juana,2:60,2023-06-14
67HPuWyT3SUmUwVqg6xEnH,Los Ros,"Cuéntame Cosas Tuyas",2:43,2023-06-14
6lQE6LF3MU63Z6VyhPxaV3,Hum,Stars,5:09,2023-06-13
4grR2rIiiRTtn54wOUuxMN,Melt-Banana,Then Red Eyed,1:19,2023-06-13
1Nt0O2VIAhUTRIeQfaPhoZ,The Animals,Don't Bring Me Down,3:17,2023-06-13
1uaGSDFsLdReQgg8p7Obwh,Aphex Twin,Avril 14th,2:06,2023-06-12
5TvlGsoPtV8ZrL62SpqKtV,Rei Harakami,come here go there,6:51,2023-06-12
3JlAKU6ysNKgeAmrVDEpc6,Styles P; Pharoahe Monch,The Life,3:48,2023-06-12
7LX4aXtvImhdgUHQBlo8Kp,Cigarettes After Sex,K.,5:20,2023-06-11
4bEC9WAGg0ednUtNAlgZV4,Styles P; Pharoahe Monch,The Life - Album Version Edit,3:09,2023-06-10
5DnoDSaY1QY0oyuyWn7FGf,The Third Bardo,Lose Your Mind,2:16,2023-06-10
4ACxa9buEUnOdYEoPcnMpi,White Town,Your Woman,4:20,2023-06-09
0KQd3QY1Y8zC2rfO4ZBQRC,Del The Funky Homosapien,Mistadobalina,4:20,2023-06-09
6PqTiaqwOqGHs24PPwdaM5,Las Grecas,Orgullo,3:48,2023-06-04
5zwz05jkQVT68CjUpPwFZe,Nas,N.Y. State of Mind,4:54,2023-05-31
3W3xcAOWb0TkMqqI7Rd5xg,Biosphere,Angel's Flight,5:52,2023-05-30
3hhbDnFUb2bicI2df6VurK,Leon Bridges,River,3:59,2023-05-29
7AMGMiTQPTzDnQO7oHXggs,The Faint,I Disappear,4:07,2023-05-29
5I9sHwLDX28tLtzVgKLtpr,Dean Martin,Everybody Loves Somebody,2:47,2023-05-28
6rLqjzGV5VMLDWEnuUqi8q,Martha Reeves & The Vandellas,Dancing In The Street,2:45,2023-05-28
65jrjEhWfAvysKfnojk1i0,The Drifters,Under the Boardwalk,2:42,2023-05-28
7cRGgrQ9eg8V8A4FsSj020,Gojira,Another World,4:25,2023-05-28
3rgWIXxgrTBrPkI9UrZn5q,Gatekeeper,Serpent,3:25,2023-05-26
118ke6oeNibDPmh1EHPn62,TOY,Conductor,7:08,2023-05-26
1VT4hCdbHrn87tfXXGyOOp,Alice Coltrane,A Love Supreme,10:04,2023-05-12
4VC2LUKfqd8J0poU7kdLVH,Monuments; Mick Gordon,False Providence,5:02,2023-05-04
27Wy3mCVRdW9ih3jFxRvtb,Tim Hecker,The Piano Drop,2:54,2023-04-09
5MbXzXGbqobR8xPVPs8OXA,Simon & Garfunkel,The Only Living Boy in New York,4:02,2023-03-26
7ixiCZEHWHc8FxaQXQh2P4,Sister Nancy,Bam Bam,3:17,2023-03-26
5lc9L9FeLBwlJPgEbq9uEw,Funkadelic,Can You Get To That,2:50,2023-03-26
47FmTHqPWGWEfbgDpLjvCt,Khruangbin,Dern Kala,3:40,2023-03-24
0PqFOINAWryIGXOLbZmR2e,Arbour,All The Time [bonus],2:24,2023-03-24
3Czw867MbvBiyEd1QCvjmq,Terrace Martin; Robert Glasper; 9th Wonder; Kamasi Washington; Dinner Party; Phoelix,"From My Heart and My Soul",2:30,2023-03-24
4a2uqVlpRChHj32EjJLu7G,Tyler Childers; OurVinyl,Nose On The Grindstone,3:24,2023-03-20
4Bu4aJ7xLdIeRnD69pFBXU,Tyler Childers,Long Violent History,3:10,2023-03-20
7r2wvO9jgwqKQxEwCkyDOP,FEYNMAN,ITHACA,1:58,2023-03-16
6qelWJZgIv9woWtbOfrktP,Anomalie,Velours,4:16,2023-03-16
1xz4K9M6u70E31McEgTbb4,Mono/Poly,Ra Rise,3:48,2023-03-16
6tGH8Z7P4M4GtO9gqhmHfM,Anomalie,Crescent,3:14,2023-03-16
2kPEP1PpSOgnEM97VhS4uO,The Kount,Yesterday's Gain,5:10,2023-03-16
1y386OwuJG2bfJJkmVdAPe,The Kount; Kaelin Ellis,CAFFEINE,1:01,2023-03-15
5Tq9yXnqdp61596NVclAPz,The Kount,Cold Turkeys,1:55,2023-03-15
0nDgNDcrAmeMq9RMw1Xytz,The Kount; Kaelin Ellis,SUNDAY STROLL,1:25,2023-03-15
7uHPeQJmdhQMW32Jlyfsmr,Life On Venus,Around the Sun,2:30,2023-03-13
161Fnpxa2XkA5uWHp7WZag,SOM,Youth // Decay,5:36,2023-03-13
0yzjqS9Ya9tE0QAYizgpNe,Team Sleep,Ataraxia,3:17,2023-03-08
2tr4oclswJ6v3dfDlI01HD,Nils Frahm,Them,3:60,2023-03-07
7EzsrJjJQBXRPiAPijADtG,ミドリ,ゆきこさん,3:08,2023-03-03
0b4TKuvZ4eJ8eHgJgXaCnN,Loathe,Two-Way Mirror,5:00,2023-03-01
7sZD8tOmfRUObogGX8VzfZ,Chris Cornell,Billie Jean,4:41,2023-03-01
3MMHgcAQMAsSyXGRDG7WUQ,Greg Spero; Chesley Allen; MonoNeon; Ruslan Sirota,Meh - Tiny Room Sessions,3:06,2023-02-12
5ijoR5YYENoi96iWEtTweq,Javier Santiago,Intro - ReBirth,0:57,2023-02-11
1OScugH2zx76lKKMZ1BOhA,Greg Spero; MonoNeon; Ronald Bruner Jr.,Sand Sun and Flower - Tiny Room Sessions,2:22,2023-02-09
5PurHGjwfAQel15O4ZIiGu,Broken Social Scene,7/4 (Shoreline),4:54,2023-02-06
4tBl1xhBg5PETpBvFnQmGl,Pavement,Cut Your Hair,3:07,2023-02-06
5LzA8stjiwSi6m4ZIj3Kgm,Rilo Kiley,Wires And Waves,3:18,2023-02-06
29FQEJUtBAnxWEkux39d7I,Nick Cave & The Bad Seeds,O Children,6:51,2023-01-30
4coYVm83MTdcEKlWcbU4Zh,Mastodon,High Road,4:16,2023-01-23
7vFft9G8FTZwsBJ98a7Bft,And So I Watch You from Afar,Set Guitars to Kill,5:30,2023-01-12
06WHKWWKPDqkWA5yHCCRUs,Centaur,The Same Place,7:35,2022-12-23
1j7wEQzZkqwUe7YyAVmwjL,Slum Village,Players,2:26,2022-12-18
6ywnTBL62OTd8HUaztJizb,J Dilla,"Time: The Donut of the Heart",1:39,2022-12-18
2csZLnXBMuw6ETZuRxdUZF,Flying Lotus; Denzel Curry,Black Balloons Reprise,2:42,2022-12-18
4BnrGx9tWNF8aiXl1UhDBa,MF DOOM,One Beer,4:19,2022-12-18
6K6rqLZ7PBDx3PNA4snQzK,King Geedorah; Trunks,Lockjaw,1:03,2022-12-18
5KUNwkaNf8l5A9sXZhiCgI,MF DOOM; Mr. Fantastik,Rapp Snitch Knishes,2:53,2022-12-18
0NNcqfgzO4ivslX7ALoz17,And So I Watch You from Afar,Big Thinks Do Remarkable,3:52,2022-12-18
4eml8c7ZKYbMPFNgtfiwou,The Cactus Blossoms,Powder Blue,2:24,2022-12-17
0iG8xWaMt2FdcNOkOZiz7H,Justin Townes Earle,If I Was The Devil,2:35,2022-12-17
4u2TjVvixbPrcMZntDIQE6,Blaze Foley,Election Day,2:24,2022-12-17
4WZb6UurjjVs2W6ClgwirI,Tom Waits,Hell Broke Luce,3:56,2022-12-04
141XsxpUkbj7AkQKT8vySq,Tom Waits,Goin' Out West,3:20,2022-12-04
1dwC0I32wb53mXCECR4ZY7,Nothing,Zero Day,3:57,2022-11-16
5918U5xYBF6Dx6T36fwxlw,Nothing,Famine Asylum,4:10,2022-10-25
2KqKu9seZepmo9uKo6VyD8,The Daysleepers,Flood in Heaven,5:01,2022-10-09
1U2yqd3Bp4vBuIQ3NGfS6C,Polyphia,O.D.,3:22,2022-09-06
0YPuRrM2NwzdtuShUKkts6,Polyphia,G.O.A.T.,3:36,2022-09-06
3nBGFgfRQ8ujSmu5cGlZIU,Polyphia,Playing God,3:26,2022-09-06
69YMIwp4Lra5rOR1BshxmX,The Surrealist,Lux,3:13,2022-09-04
7M7p02tAX11OY4vnU4GjMP,Jakub Zytecki,Sunflower,3:03,2022-09-04
1QZYHvkDtCNpNlJDBDAoar,Their Dogs Were Astronauts,Low Life,3:38,2022-09-04
242gNZQKPCZQIhrHI4Kuox,Jnathyn,Dioma,3:52,2022-09-04
2Hv4izofAjPpHD4CtdemPP,Kjjjjjjjjj,Cartus,3:05,2022-09-04
7D4lgMbSs10AQ0zX3ZldJc,Polyphia; Sophia Black,ABC,2:32,2022-09-04
0BuW9fqt8OwlvrId32gH10,The Contortionist,Language I: Intuition,5:24,2022-08-19
4llDF3RuBQYj2nkjTCJY4w,This Will Destroy You,Quiet,4:53,2022-07-21
6xG98dEo5in1q1XzKItax4,Dark new Day,Brother,3:53,2022-07-08
6cWjeUN9zJvcl1Ir6Kc366,Fugazi,Break,2:11,2022-06-02
6d4FWjx72iuRWzn1HwywLK,Black Pumas,Colors,4:07,2022-05-28
3Ty7OTBNSigGEpeW2PqcsC,Portishead,Glory Box,5:09,2022-05-28
4lSYhsS2dGIYVUqGc5LirL,Caligula's Horse,The City Has No Empathy,6:10,2022-05-19
1EKk6Xvei9N9scaQcrax2S,This Will Destroy You,The World Is Our ___,7:12,2022-05-15
2yWAPCnRMbpbGqVHAZzqgJ,Polyphia; Jason Richardson,Nasty,4:40,2022-05-11
4wYpjral4wvOld6talKDM4,Isaac Albéniz; Simon Dinnigan,Asturias (Leyenda),6:43,2022-04-08
3Mbkhd9tdMwyqbrVE3IODX,Jack Wilkins,Red Clay,4:59,2022-04-02
65a5XISI9lmVThB7MvRMva,Branko Mataja,Sreo Sam Te,3:30,2022-04-02
4nQm99PPXFjr67oMLO7B1H,Wallias Band,Muziqawi silt,3:46,2022-04-02
4GNBjMLPjb0YaHlRv7dBR2,Orchestra Baobab,Kelen ati leen,3:39,2022-04-02
4E338dZ3I1twCT9uzqqR4o,Joe Mcphee,Shakey Jake,13:36,2022-04-02
5H4jqUyGlm58FpRo6wZQxi,Puppet,Listen to the Storm,4:24,2022-03-20
3rkJH9BaiCWpRY718WTkBP,Floating Points,Falaise,3:54,2022-03-20
1c7inucFjGndMO3QTsl0lg,Max Cooper,Resynthesis 3D,4:56,2022-02-17
0sJVAbCC9StienURrJlILp,Mong Tong,"Yún Xiēn 雲仙",6:13,2022-02-10
1rHQVcUIkpeHrzj6z74Emy,Papadosio,Cubensis,5:32,2022-02-08
1e1IiUItCGhp8LvU8aZ213,Stoned Jesus,I'm the Mountain,16:02,2022-02-08
4bTkD3JiPKuU76nngz8q61,And So I Watch You from Afar,Set Guitars To Kill,5:30,2022-02-08
7pEqvYRpacYE93QStSjhUH,Indukti,Ninth Wave,11:32,2022-02-08
5SCCzPzozC2v2wqHev6M0M,Oceansize,Catalyst,6:41,2022-02-08
1auX4gkGe7hbrOH0BXdpV4,The Prodigy,Firestarter,4:40,2022-02-03
5eS6pTvDNOvh2kyxeZtK3r,Daft Punk,Robot Rock / Oh Yeah,6:28,2022-01-26
1rbH1KmfxUjVlt8GCjgZSE,Jon Hopkins,Neon Pattern Drum,6:07,2022-01-20
47DeTufpEGrePu6TaVEuoN,Jóhann Jóhannsson,Epilogue,1:49,2022-01-14
7rHLdW9JCTxj7yIFafHqRo,deadmau5,strobe - ov,5:11,2022-01-05
59WN2psjkt1tyaxjspN8fp,Rage Against The Machine,Killing In The Name,5:14,2022-01-03
3yYk5jhpqHF6lpIyvjhTRZ,Lane 8,Just,4:51,2021-12-14
1euDTbMNRPNfKd8zZz4zTT,Michael Jackson,Give In to Me,5:30,2021-11-23
21rVSdH4e0opHfu5rJ8agX,FEATHERED SUN; Jo.Ke; Chris Schwarzwälder,Bulbo,6:08,2021-10-27
4RIlInNHIduhE7l84PODhK,Populous; RIVA,Batismo,3:12,2021-10-27
1guCON9841cQwAlbNplLsY,Phoebe Bridgers,Nothing Else Matters,4:35,2021-09-10
2diAXaP8GEWHa6ORPctFnh,Chris Stapleton,Nothing Else Matters,8:15,2021-09-10
43YC4iYmSsYueViJR4dBGA,Miley Cyrus; WATT; Elton John; Yo-Yo Ma; Robert Trujillo; Chad Smith,Nothing Else Matters,6:36,2021-09-10
0ws0fhTBH7cpouQ6dn80yM,Kamasi Washington,Can You Hear Him,8:55,2021-09-01
